Date,Company,Account,AU,Currency,PrimaryAccount,SecondaryAccount,GL Balance,IHUB Balance
2023-06-23 00:00:00,Gamma Inc,1045,317.43,CAD,2000,3018,603900.61,605710.22
2023-03-24 00:00:00,Beta Ltd,1013,181.95,USD,2009,3019,514173.81,509883.14
2023-09-25 00:00:00,Gamma Inc,1026,279.36,CHF,2004,3013,456449.11,459060.04
2023-01-08 00:00:00,Beta Ltd,1038,729.9,CHF,2007,3003,39920.71,39993.56
2023-05-17 00:00:00,Sigma Group,1013,42.89,USD,2012,3007,612883.19,608646.83
2023-10-22 00:00:00,Beta Ltd,1034,61.81,AUD,2016,3005,126164.67,126800.77
2023-12-13 00:00:00,Gamma Inc,1002,15.1,CNY,2018,3011,2301.85,2300.0699999999997
2023-01-27 00:00:00,Beta Ltd,1049,754.21,AUD,2001,3010,6065.19,6114.94
2023-05-17 00:00:00,Alpha Corp,1000,111.79,CHF,2004,3012,170698.48,169096.24000000002
2023-06-14 00:00:00,Sigma Group,1040,59.34,JPY,2015,3006,21012.06,20836.960000000003
2023-09-24 00:00:00,Kappa Ventures,1016,75.12,JPY,2004,3011,922309.35,925575.03
2023-08-25 00:00:00,Gamma Inc,1038,374.75,SEK,2019,3012,68057.58,68114.18000000001
2023-11-02 00:00:00,Epsilon Tech,1042,346.09,GBP,2002,3009,113941.81,114274.02
2023-05-03 00:00:00,Delta Solutions,1021,87.78,EUR,2009,3012,8491.42,8445.48
2023-03-11 00:00:00,Omega Services,1039,184.35,USD,2013,3014,1034210.43,1042886.8
2023-12-09 00:00:00,Theta Holdings,1039,284.69,USD,2006,3018,34996.54,35302.91
2023-01-25 00:00:00,Beta Ltd,1037,442.12,JPY,2011,3017,264866.3,264036.87
2023-11-28 00:00:00,Delta Solutions,1021,22.52,JPY,2000,3018,80612.34,81160.56
2023-09-08 00:00:00,Kappa Ventures,1012,1237.78,JPY,2006,3010,8785.71,8712.8
2023-05-07 00:00:00,Theta Holdings,1030,463.76,CHF,2018,3007,122729.68,123767.51
2023-11-21 00:00:00,Kappa Ventures,1015,123.42,CAD,2008,3009,33009.26,33142.44
2023-02-22 00:00:00,Lambda Systems,1007,99.19,CHF,2001,3009,215929.32,215001.48
2023-11-04 00:00:00,Alpha Corp,1008,126.47,NZD,2010,3004,285434.69,285567.01
2023-06-19 00:00:00,Lambda Systems,1028,52.93,EUR,2002,3015,6479.8,6477.860000000001
2023-02-15 00:00:00,Delta Solutions,1019,304.03,NZD,2002,3007,38871.62,39070.29
2023-05-10 00:00:00,Alpha Corp,1016,171.33,CHF,2000,3009,261148.94,382427.68
2023-09-24 00:00:00,Sigma Group,1023,165.69,CHF,2001,3019,721581.85,718540.86
2023-04-20 00:00:00,Alpha Corp,1010,99.61,CNY,2002,3005,1104263.14,1096033.68
2023-03-29 00:00:00,Kappa Ventures,1023,149.87,GBP,2016,3017,256503.33,254359.91999999998
2023-02-16 00:00:00,Beta Ltd,1049,47.72,CAD,2008,3013,120552.3,121255.78
2023-02-22 00:00:00,Epsilon Tech,1008,59.89,GBP,2019,3017,923261.72,916784.88
2023-04-07 00:00:00,Gamma Inc,1006,450.76,NZD,2005,3015,16190.4,16265.699999999999
2023-08-18 00:00:00,Theta Holdings,1030,59.65,USD,2000,3004,1372561.11,1365336.4000000001
2023-06-23 00:00:00,Gamma Inc,1000,146.49,CNY,2017,3013,306194.72,305591.52999999997
2023-08-06 00:00:00,Epsilon Tech,1043,403.61,GBP,2015,3007,11804.07,11745.72
2023-05-09 00:00:00,Epsilon Tech,1010,453.98,CAD,2003,3016,1140681.57,1151466.11
2023-04-15 00:00:00,Omega Services,1002,32.73,CNY,2014,3010,21165.32,21360.43
2023-01-22 00:00:00,Gamma Inc,1003,151.78,USD,2011,3008,29936.15,29749.24
2023-07-14 00:00:00,Lambda Systems,1016,163.4,CNY,2000,3005,84262.64,84352.45
2023-02-17 00:00:00,Kappa Ventures,1017,797.96,USD,2015,3019,160369.65,161595.00999999998
2023-07-18 00:00:00,Kappa Ventures,1036,164.75,CAD,2014,3012,188214.35,186367.43
2023-02-23 04:00:00,Alpha Corp,1006,994.3,NZD,2007,3004,511829.19,509959.06
2023-05-03 00:00:00,Lambda Systems,1001,94.94,SEK,2019,3012,765041.35,768098.22
2023-05-11 00:00:00,Delta Solutions,1047,265.09,SEK,2005,3004,15068.48,15201.08
2023-01-15 00:00:00,Gamma Inc,1038,231.06,SEK,2013,3003,18177.39,18328.62
2023-04-13 00:00:00,Theta Holdings,1016,84.8,EUR,2005,3016,83989.23,84398.70999999999
2023-03-01 00:00:00,Gamma Inc,1046,45.33,SEK,2000,3013,2106804.04,2091663.1400000001
2023-09-18 00:00:00,Theta Holdings,1034,432.85,EUR,2014,3006,11720.06,11662.439999999999
2023-02-16 00:00:00,Lambda Systems,1013,108.73,SEK,2000,3012,12837.02,12964.9
2023-06-04 00:00:00,Epsilon Tech,1041,116.07,JPY,2011,3005,108451.99,107962.82
2023-02-08 00:00:00,Gamma Inc,1010,69.59,JPY,2005,3003,158296.09,157079.61
2023-11-02 00:00:00,Lambda Systems,1035,201.78,JPY,2001,3013,51429.94,51097.700000000004
2023-01-03 00:00:00,Sigma Group,1036,427.44,AUD,2004,3010,2691509.45,2684929.8400000003
2023-12-04 00:00:00,Lambda Systems,1027,183.17,SEK,2003,3015,722934.79,727285.7100000001
2023-08-26 00:00:00,Kappa Ventures,1045,55.48,SEK,2006,3014,186291.7,185818.07
2023-12-13 00:00:00,Delta Solutions,1014,141.11,AUD,2000,3010,10846.07,10822.17
2023-05-15 00:00:00,Alpha Corp,1014,82.77,CHF,2009,3011,53868.55,53763.73
2023-02-09 00:00:00,Beta Ltd,1040,1062.45,EUR,2007,3005,2506580.8,2484222.57
2023-06-23 00:00:00,Alpha Corp,1025,265.4,CAD,2018,3001,286213.66,287803.47
2023-08-06 00:00:00,Theta Holdings,1018,158.03,AUD,2011,3010,1066357.65,1059165.97
2023-08-23 00:00:00,Omega Services,1022,179.26,CAD,2012,3017,126521.44,125351.13
2023-03-27 00:00:00,Epsilon Tech,1001,45.32,CNY,2009,3002,55723.23,55985.86
2023-03-28 00:00:00,Sigma Group,1010,234.33,CHF,2004,3002,27786.58,28054.760000000002
2023-12-11 00:00:00,Sigma Group,1046,519.51,SEK,2004,3018,90741.75,90883.27
2023-12-10 00:00:00,Omega Services,1033,273.01,GBP,2017,3019,504432.32,501207.24
2023-05-27 00:00:00,Sigma Group,1010,69.07,CAD,2018,3000,46387.27,46513.049999999996
2023-02-06 00:00:00,Delta Solutions,1014,69.44,EUR,2015,3009,46994.43,47275.64
2023-11-30 00:00:00,Gamma Inc,1004,60.61,SEK,2011,3001,818186.25,817636.88
2023-05-25 00:00:00,Alpha Corp,1035,47.25,JPY,2008,3009,1743158.72,1731590.3
2023-07-26 00:00:00,Delta Solutions,1002,202.0,SEK,2007,3001,13942.9,14066.99
2023-02-11 00:00:00,Omega Services,1007,77.04,JPY,2004,3007,2102414.87,2122618.45
2023-06-09 00:00:00,Beta Ltd,1045,195.7,CHF,2013,3006,46876.45,47178.149999999994
2023-02-19 00:00:00,Omega Services,1017,99.73,EUR,2001,3002,163226.92,163922.37000000002
2023-04-20 00:00:00,Theta Holdings,1023,26.84,SEK,2002,3006,175698.26,174937.89
2023-01-31 00:00:00,Sigma Group,1012,55.02,GBP,2017,3015,111932.86,112580.34
2023-03-28 00:00:00,Delta Solutions,1015,285.17,SEK,2008,3004,133996.48,133885.46000000002
2023-08-30 00:00:00,Beta Ltd,1037,73.92,CHF,2011,3000,795239.59,789468.1
2023-03-23 00:00:00,Beta Ltd,1000,512.33,AUD,2010,3009,3487.73,3517.45
2023-01-22 00:00:00,Omega Services,1024,1235.51,NZD,2002,3001,379634.35,378822.55
2023-01-21 00:00:00,Sigma Group,1028,32.43,JPY,2007,3015,101617.09,101604.23999999999
2023-09-30 00:00:00,Kappa Ventures,1048,106.53,CHF,2009,3007,12595.82,12500.029999999999
2023-07-27 00:00:00,Delta Solutions,1012,76.02,JPY,2015,3019,61047.58,60978.03
2023-02-05 00:00:00,Theta Holdings,1009,76.02,USD,2013,3004,946768.48,939369.2
2023-10-27 00:00:00,Theta Holdings,1027,298.27,SEK,2011,3010,225584.15,224969.58
2023-02-02 00:00:00,Sigma Group,1048,36.21,CHF,2013,3018,41872.26,41711.4
2023-11-11 00:00:00,Omega Services,1011,103.64,SEK,2003,3012,25667.42,25780.32
2023-11-11 00:00:00,Omega Services,1003,69.57,AUD,2003,3010,114622.25,115681.04
2023-05-24 00:00:00,Alpha Corp,1036,45.77,CNY,2017,3001,25189.33,25078.43
2023-05-18 00:00:00,Epsilon Tech,1028,159.43,CHF,2019,3019,322310.75,324773.53
2023-01-24 00:00:00,Lambda Systems,1031,214.44,GBP,2014,3019,209829.79,210272.62
2023-12-01 00:00:00,Gamma Inc,1035,85.45,EUR,2002,3002,36906.73,36732.87
2023-01-25 00:00:00,Theta Holdings,1024,129.36,CAD,2019,3011,2792381.91,2789918.74
2023-09-09 00:00:00,Lambda Systems,1027,313.67,EUR,2005,3006,49506.09,49047.0
2023-06-25 00:00:00,Alpha Corp,1036,50.51,CAD,2019,3017,334176.7,334658.27
2023-11-17 00:00:00,Omega Services,1026,123.8,CNY,2018,3010,52995.69,52895.19
2023-09-15 00:00:00,Gamma Inc,1024,749.29,CAD,2006,3015,8365.82,8362.89
2023-09-10 00:00:00,Kappa Ventures,1007,122.54,EUR,2015,3012,2152514.46,2157067.39
2023-04-24 00:00:00,Gamma Inc,1028,446.56,GBP,2004,3007,869376.54,872757.53
2023-10-01 00:00:00,Beta Ltd,1023,236.55,GBP,2008,3016,168123.64,168275.92
2023-06-01 00:00:00,Delta Solutions,1013,173.27,SEK,2014,3002,420072.88,422498.33
2023-08-23 00:00:00,Beta Ltd,1026,201.8,USD,2009,3010,139740.63,138965.39
2023-01-22 00:00:00,Gamma Inc,1030,140.89,USD,2013,3000,561155.47,556869.6599999999
2023-03-15 00:00:00,Sigma Group,1024,73.65,JPY,2008,3000,140138.46,141146.68
2023-09-11 00:00:00,Epsilon Tech,1043,84.8,CAD,2004,3015,249926.57,252392.24000000002
2023-08-07 00:00:00,Theta Holdings,1005,342.79,CNY,2006,3009,808087.83,812884.9199999999
2023-12-08 00:00:00,Sigma Group,1049,80.48,EUR,2010,3013,1489358.62,1503114.9100000001
2023-05-13 00:00:00,Epsilon Tech,1028,38.89,USD,2010,3005,1334.25,1333.21
2023-08-21 00:00:00,Delta Solutions,1021,515.83,CAD,2007,3003,5899526.63,5947531.7299999995
2023-09-08 00:00:00,Omega Services,1008,63.75,CHF,2014,3003,38821.85,38787.56
2023-05-21 00:00:00,Beta Ltd,1038,53.4,CHF,2004,3018,664276.52,666173.1900000001
2023-09-29 00:00:00,Omega Services,1015,269.39,GBP,2005,3004,40049.07,40036.44
2023-09-24 00:00:00,Lambda Systems,1037,495.93,NZD,2005,3000,119915.21,120229.62000000001
2023-05-15 00:00:00,Omega Services,1028,22.71,GBP,2017,3001,30729.19,30851.149999999998
2023-07-21 00:00:00,Sigma Group,1027,514.66,NZD,2000,3013,444961.34,448493.55000000005
2023-12-19 00:00:00,Theta Holdings,1022,97.43,EUR,2006,3009,1119682.95,1113733.01
2023-03-23 00:00:00,Beta Ltd,1042,21.78,CHF,2012,3000,4068.33,4085.11
2023-01-17 00:00:00,Beta Ltd,1025,223.57,JPY,2007,3010,2937289.18,2921593.8000000003
2023-12-27 00:00:00,Lambda Systems,1034,383.36,NZD,2017,3016,25544.72,25491.800000000003
2023-05-23 00:00:00,Sigma Group,1011,44.9,CHF,2005,3013,2784.31,2757.29
2023-09-21 00:00:00,Sigma Group,1003,258.48,JPY,2011,3001,1227057.18,1220514.72
2023-12-18 00:00:00,Lambda Systems,1032,65.21,SEK,2012,3005,143546.14,144541.74000000002
2023-05-04 00:00:00,Beta Ltd,1029,28.83,USD,2018,3001,7324.36,7306.46
2023-05-14 00:00:00,Epsilon Tech,1013,43.52,GBP,2006,3004,28980.7,29018.83
2023-10-22 00:00:00,Sigma Group,1032,59.08,NZD,2008,3004,307755.53,305733.94
2023-04-10 00:00:00,Kappa Ventures,1034,123.26,USD,2016,3009,13765.47,13736.939999999999
2023-11-15 00:00:00,Lambda Systems,1029,130.21,NZD,2017,3018,46810.88,46692.36
2023-08-21 00:00:00,Theta Holdings,1008,237.18,CAD,2008,3015,336487.0,335500.61
2023-07-22 00:00:00,Kappa Ventures,1042,72.51,CHF,2017,3018,18119.07,18004.98
2023-05-26 00:00:00,Gamma Inc,1014,123.89,NZD,2003,3007,33429.66,33320.75
2023-10-04 00:00:00,Kappa Ventures,1043,560.5,CNY,2006,3018,351363.21,348741.45
2023-08-07 00:00:00,Gamma Inc,1030,189.1,AUD,2008,3009,10374.96,10271.419999999998
2023-02-07 00:00:00,Theta Holdings,1049,228.97,CAD,2014,3018,150689.77,150940.31
2023-11-22 00:00:00,Delta Solutions,1019,51.49,EUR,2017,3016,6083493.92,6138765.95
2023-02-06 00:00:00,Epsilon Tech,1024,48.68,CAD,2002,3012,187877.31,188759.6
2023-01-17 00:00:00,Alpha Corp,1028,1080.71,USD,2008,3019,8572051.12,8579271.969999999
2023-08-15 00:00:00,Alpha Corp,1040,61.34,SEK,2000,3011,76824.58,77295.71
2023-04-26 00:00:00,Sigma Group,1014,71.94,NZD,2012,3006,7440.03,7379.29
2023-02-01 00:00:00,Theta Holdings,1032,124.7,AUD,2014,3014,1953108.13,1960195.89
2023-01-29 00:00:00,Alpha Corp,1041,133.44,JPY,2006,3008,307112.12,305942.96
2023-02-16 00:00:00,Epsilon Tech,1012,82.21,CHF,2007,3016,297499.24,295745.20999999996
2023-08-22 00:00:00,Gamma Inc,1026,116.32,AUD,2009,3002,11997.89,12035.849999999999
2023-03-05 00:00:00,Sigma Group,1031,80.67,CAD,2002,3009,3394682.04,3406625.93
2023-04-07 00:00:00,Omega Services,1034,204.39,EUR,2007,3004,10549397.12,10605162.92
2023-02-10 00:00:00,Lambda Systems,1043,239.9,CNY,2017,3009,18307.84,18412.87
2023-01-28 00:00:00,Theta Holdings,1026,124.49,SEK,2014,3007,220153.29,220924.51
2023-07-09 00:00:00,Alpha Corp,1019,1016.87,USD,2015,3009,848103.93,855755.53
2023-03-05 00:00:00,Delta Solutions,1022,198.9,USD,2003,3005,2779538.84,2772475.29
2023-01-30 00:00:00,Lambda Systems,1037,244.95,GBP,2016,3010,69738.88,70327.62000000001
2023-07-19 00:00:00,Kappa Ventures,1010,191.11,AUD,2008,3013,36351.58,36472.4
2023-01-26 00:00:00,Omega Services,1040,218.95,CAD,2001,3012,768688.3,765797.5700000001
2023-02-12 00:00:00,Sigma Group,1048,155.77,AUD,2001,3014,2773.37,2748.3399999999997
2023-01-26 00:00:00,Alpha Corp,1042,199.25,CHF,2000,3006,94399.23,94688.47
2023-09-08 00:00:00,Gamma Inc,1036,351.88,USD,2000,3011,447657.11,451626.81
2023-12-25 00:00:00,Omega Services,1029,1272.57,CAD,2013,3005,452541.76,450373.2
2023-08-14 00:00:00,Omega Services,1016,1069.79,AUD,2003,3007,63074.54,62697.26
2023-03-01 00:00:00,Epsilon Tech,1048,54.41,EUR,2012,3008,225658.17,224027.98
2023-04-10 00:00:00,Sigma Group,1026,125.04,CHF,2003,3005,536109.07,539116.97
2023-12-19 00:00:00,Sigma Group,1013,22.16,CNY,2003,3007,4783514.68,4795811.399999999
2023-12-13 00:00:00,Beta Ltd,1018,184.77,NZD,2000,3001,6017.6,6007.75
2023-11-21 00:00:00,Delta Solutions,1034,202.75,GBP,2012,3026,128009.08,127034.66
2023-11-10 00:00:00,Alpha Corp,1022,127.88,CNY,2008,3006,453113.12,448802.3
2023-05-29 00:00:00,Gamma Inc,1004,157.57,CNY,2010,3019,109279.71,109924.17000000001
2023-09-18 00:00:00,Lambda Systems,1020,294.84,CHF,2000,3017,28940.81,29219.52
2023-04-11 00:00:00,Gamma Inc,1032,108.13,AUD,2007,3011,232654.97,230861.52
2023-04-19 00:00:00,Alpha Corp,1042,251.35,GBP,2016,3000,68927.72,68843.31
2023-02-20 00:00:00,Alpha Corp,1030,215.02,GBP,2014,3019,344755.11,346414.31
2023-12-24 00:00:00,Kappa Ventures,1001,168.24,JPY,2004,3018,20739.3,20768.469999999998
2023-11-01 00:00:00,Omega Services,1012,45.82,SEK,2009,3006,1449263.98,1440222.82
2023-07-12 00:00:00,Epsilon Tech,1031,140.31,CAD,2014,3008,1539460.42,1529758.88
2023-10-10 00:00:00,Theta Holdings,1000,99.23,AUD,2014,3015,178748.94,226741.6
2023-05-10 00:00:00,Delta Solutions,1020,200.79,JPY,2004,3002,54297.62,54102.89
2023-10-29 00:00:00,Gamma Inc,1032,230.21,NZD,2001,3017,53282.7,53518.13
2023-09-14 00:00:00,Omega Services,1002,131.23,CAD,2018,3014,41309.51,41057.61
2023-05-20 00:00:00,Gamma Inc,1044,249.36,AUD,2011,3006,2833514.81,2839167.27
2023-03-31 00:00:00,Sigma Group,1026,217.7,JPY,2005,3014,48831.98,48534.780000000006
2023-02-14 00:00:00,Delta Solutions,1039,51.7,GBP,2000,3013,167875.55,168654.37
2023-06-19 00:00:00,Kappa Ventures,1044,170.15,CHF,2003,3005,1941024.97,1940985.03
2023-09-29 00:00:00,Omega Services,1001,1285.01,CHF,2011,3014,397678.69,398925.35
2023-01-02 00:00:00,Beta Ltd,1010,264.08,CNY,2018,3000,284529.2,285004.47000000003
2023-09-30 00:00:00,Alpha Corp,1023,199.8,NZD,2004,3006,64983.94,65346.590000000004
2023-06-22 00:00:00,Epsilon Tech,1031,172.64,NZD,2006,3019,50340.46,50842.04
2023-10-21 00:00:00,Kappa Ventures,1030,287.74,JPY,2014,3014,37419.99,37260.32
2023-07-27 00:00:00,Theta Holdings,1012,526.23,NZD,2000,3006,197083.67,197350.27000000002
2023-11-01 00:00:00,Beta Ltd,1028,208.31,CNY,2015,3017,81066.06,80842.84
2023-09-05 00:00:00,Omega Services,1011,81.24,EUR,2019,3010,208288.24,207031.97
2023-10-04 00:00:00,Alpha Corp,1047,43.54,AUD,2002,3001,350067.77,347935.11000000004
2023-09-06 00:00:00,Delta Solutions,1008,43.16,NZD,2011,3005,39351.34,39389.24
2023-01-18 00:00:00,Gamma Inc,1040,7908.43,NZD,2008,3012,272886.4,270876.5
2023-06-13 00:00:00,Lambda Systems,1039,208.94,NZD,2008,3019,41644.2,41964.77
2023-07-03 22:00:00,Gamma Inc,1002,112.25,SEK,2006,3001,1161249.59,1171919.86
2023-11-10 00:00:00,Lambda Systems,1049,67.38,USD,2018,3019,2430.37,2446.95
2023-10-18 00:00:00,Omega Services,1032,228.47,EUR,2009,3006,10092.47,10053.46
2023-08-18 00:00:00,Lambda Systems,1034,41.53,CHF,2001,3005,630292.95,626385.0599999999
2023-04-26 00:00:00,Omega Services,1036,648.37,USD,2006,3011,759731.74,761379.9
2023-03-12 00:00:00,Kappa Ventures,1007,103.68,JPY,2014,3011,2425213.35,2423933.75
2023-04-15 00:00:00,Beta Ltd,1042,98.3,USD,2002,3008,397286.88,396287.39
2023-07-06 00:00:00,Alpha Corp,1028,30.0,AUD,2026,3004,71865.97,71335.82
2023-04-29 00:00:00,Gamma Inc,1017,185.84,GBP,2003,3010,267846.69,268177.64
2023-04-11 00:00:00,Omega Services,1020,860.7,CHF,2005,3014,2155984.31,2175260.49
2023-08-06 00:00:00,Epsilon Tech,1015,119.57,NZD,2001,3002,3531667.61,3513670.19
2023-08-28 00:00:00,Gamma Inc,1010,321.37,CNY,2005,3015,149375.94,149278.15
2023-12-26 00:00:00,Kappa Ventures,1023,67.37,EUR,2016,3006,105667.54,106473.98
2023-03-14 00:00:00,Sigma Group,1041,143.75,CAD,2016,3011,2671.13,2694.32
2023-03-27 00:00:00,Omega Services,1036,405.95,EUR,2000,3004,5946.42,5948.9
2023-08-30 00:00:00,Omega Services,1015,105.96,AUD,2016,3018,9071.64,9135.789999999999
2023-09-18 00:00:00,Lambda Systems,1001,54.88,SEK,2004,3008,84075.64,84756.52
2023-07-19 00:00:00,Lambda Systems,1025,77.73,CAD,2004,3006,20740.25,20832.14
2023-12-05 00:00:00,Gamma Inc,1045,209.57,CAD,2017,3003,20005.31,20028.190000000002
2023-11-27 00:00:00,Delta Solutions,1001,268.15,AUD,2017,3005,3265820.22,3258935.48
2023-02-16 00:00:00,Epsilon Tech,1031,376.49,GBP,2005,3005,171072.76,170386.99000000002
2023-03-27 00:00:00,Gamma Inc,1021,116.03,CHF,2015,3005,197799.37,196408.88999999998
2023-02-26 00:00:00,Theta Holdings,1043,70.37,CNY,2019,3014,2262565.65,2258500.39
2023-04-23 00:00:00,Beta Ltd,1017,459.54,CAD,2001,3018,9327.58,9291.49
2023-08-09 00:00:00,Alpha Corp,1023,134.45,EUR,2009,3013,51061.78,50860.52
2023-04-19 00:00:00,Kappa Ventures,1009,216.28,EUR,2019,3004,177628.59,177057.05
2023-06-29 00:00:00,Alpha Corp,1037,61.3,GBP,2013,3016,3646551.03,3647343.42
2023-09-27 00:00:00,Lambda Systems,1006,105.21,JPY,2015,3006,1022398.49,1015840.46
2023-04-10 00:00:00,Omega Services,1047,234.42,CNY,2008,3017,48394.46,48509.82
2023-08-09 00:00:00,Epsilon Tech,1026,235.08,AUD,2004,3000,1980176.69,1974485.3
2023-02-22 00:00:00,Kappa Ventures,1013,138.57,CHF,2006,3009,606268.48,611169.1699999999
2023-08-31 01:00:00,Kappa Ventures,1040,428.62,NZD,2018,3000,63813.47,64224.74
2023-11-27 00:00:00,Kappa Ventures,1047,86.94,USD,2016,3017,86172.18,86753.65999999999
2023-05-04 00:00:00,Kappa Ventures,1007,53.93,AUD,2006,3016,13287.72,13182.92
2023-04-27 00:00:00,Delta Solutions,1005,157.19,CNY,2015,3003,7263.13,7199.36
2023-02-20 00:00:00,Theta Holdings,1025,90.55,JPY,2006,3012,1474477.11,1461591.02
2023-10-30 00:00:00,Beta Ltd,1030,211.37,CNY,2019,3019,771888.42,775960.0
2023-10-12 00:00:00,Alpha Corp,1035,142.0,AUD,2005,3002,1366311.75,1374823.42
2023-03-08 00:00:00,Sigma Group,1027,47.93,CAD,2004,3009,873109.64,865991.22
2023-07-11 00:00:00,Omega Services,1035,281.41,EUR,2003,3005,160186.39,160810.77000000002
2023-01-16 00:00:00,Sigma Group,1043,71.98,CHF,2002,3002,29722.13,29503.100000000002
2023-11-14 00:00:00,Omega Services,1030,90.44,GBP,2004,3003,7736.08,7803.84
2023-07-30 00:00:00,Delta Solutions,1046,182.58,SEK,2005,3014,97227.17,97125.54
2023-04-19 00:00:00,Kappa Ventures,1020,86.25,CHF,2016,3009,90614.76,90537.79999999999
2023-03-01 00:00:00,Epsilon Tech,1035,254.94,GBP,2004,3019,932910.43,938979.02
2023-12-08 00:00:00,Gamma Inc,1030,40.98,EUR,2013,3015,20430.87,20381.649999999998
2023-11-08 00:00:00,Beta Ltd,1030,712.12,CAD,2005,3007,1272081.62,1282833.83
2023-05-01 00:00:00,Sigma Group,1015,61.04,CHF,2012,3005,19474142.12,19355087.18
2023-01-31 00:00:00,Epsilon Tech,1021,46.38,CAD,2010,3004,684087.63,679130.33
2023-08-15 00:00:00,Alpha Corp,1040,28.76,GBP,2008,3005,262588.72,260194.74999999997
2023-03-07 00:00:00,Alpha Corp,1013,412.5,SEK,2007,3006,973828.61,975357.37
2023-07-12 00:00:00,Kappa Ventures,1024,70.06,CHF,2016,3019,20415.84,20240.18
2023-08-26 00:00:00,Lambda Systems,1028,86.7,CAD,2008,3003,95358.89,94790.88
2023-12-17 00:00:00,Alpha Corp,1013,388.13,NZD,2017,3007,19800.51,19957.76
2023-02-06 00:00:00,Kappa Ventures,1042,36.2,JPY,2012,3012,5008.97,5007.54
2023-09-27 00:00:00,Alpha Corp,1043,70.31,GBP,2011,3019,23238297.85,23287481.580000002
2023-03-02 00:00:00,Theta Holdings,1007,645.5,CHF,2013,3024,17541.47,17556.010000000002
2023-05-06 00:00:00,Epsilon Tech,1023,134.29,CAD,2016,3006,1098894.74,1109370.42
2023-02-16 23:00:00,Theta Holdings,1044,62.13,GBP,2010,3016,72781.91,73209.64
2023-08-15 00:00:00,Delta Solutions,1025,87.35,SEK,2014,3019,34800.85,34667.64
2023-04-06 00:00:00,Lambda Systems,1027,451.72,CAD,2007,3007,1184260.95,1191349.0899999999
2023-04-12 00:00:00,Alpha Corp,1008,67.83,NZD,2017,3005,724125.56,720895.5800000001
2023-06-14 00:00:00,Theta Holdings,1036,472.92,CHF,2006,3016,4439.2,4425.25
2023-02-14 01:00:00,Alpha Corp,1022,74.49,JPY,2005,3005,99718.87,99816.59999999999
2023-10-27 00:00:00,Epsilon Tech,1035,175.52,NZD,2009,3014,3431134.08,3448738.19
2023-11-23 00:00:00,Delta Solutions,1022,28.36,CHF,2003,3006,61334.54,61336.31
2023-07-17 00:00:00,Omega Services,1000,78.06,SEK,2013,3018,157589.35,156645.76
2023-11-08 00:00:00,Beta Ltd,1040,364.19,CHF,2005,3015,537473.12,532462.4
2023-08-14 00:00:00,Kappa Ventures,1030,633.34,SEK,2016,3001,819316.45,811939.72
2023-11-13 00:00:00,Kappa Ventures,1038,382.38,AUD,2015,3004,974701.82,968597.2899999999
2023-01-12 00:00:00,Omega Services,1006,121.24,USD,2001,3006,16530664.04,16474731.93
2023-02-20 00:00:00,Beta Ltd,1002,61.26,SEK,2011,3003,24219.4,24145.84
2023-01-16 00:00:00,Kappa Ventures,1023,17.6,CNY,2007,3009,320816.69,320455.7
2023-10-24 00:00:00,Epsilon Tech,1031,2039.13,JPY,2002,3015,299792.75,297603.78
2023-08-13 00:00:00,Epsilon Tech,1015,119.98,CAD,2008,3009,43897.28,44015.659999999996
2023-05-05 00:00:00,Kappa Ventures,1001,18.03,GBP,2011,3006,69147.47,69572.9
2023-03-21 00:00:00,Lambda Systems,1026,31.98,JPY,2003,3017,312870.13,310560.01
2023-06-07 00:00:00,Delta Solutions,1044,505.24,CHF,2009,3008,69147.61,68708.59
2023-11-03 00:00:00,Lambda Systems,1019,15458.88,GBP,2013,3008,10399.45,10473.85
2023-08-02 00:00:00,Lambda Systems,1010,590.29,USD,2019,3003,78148.49,78248.36
2023-11-02 00:00:00,Lambda Systems,1017,36.03,NZD,2004,3018,30372.37,30392.149999999998
2023-02-10 00:00:00,Lambda Systems,1024,93.67,SEK,2012,3003,410040.99,407179.95
2023-05-05 00:00:00,Kappa Ventures,1035,451.46,JPY,2004,3013,52715.12,53033.520000000004
2023-05-05 00:00:00,Sigma Group,1039,1125.52,AUD,2015,3014,140495.16,141448.82
2023-01-21 00:00:00,Epsilon Tech,1035,109.77,CNY,2018,3015,333561.71,333573.84
2023-06-23 00:00:00,Epsilon Tech,1028,211.44,NZD,2003,3019,762933.04,768243.8500000001
2023-04-12 02:00:00,Sigma Group,1022,667.29,SEK,2011,3001,41343.81,41569.03
2023-04-23 00:00:00,Theta Holdings,1004,270.54,CAD,2005,3002,580791.47,578319.24
2023-01-17 00:00:00,Theta Holdings,1021,100.14,AUD,2002,3018,96050.02,95631.25
2023-11-10 00:00:00,Lambda Systems,1029,197.51,SEK,2013,3003,382504.68,382817.19
2023-10-11 00:00:00,Theta Holdings,1029,241.12,USD,2013,3004,147826.79,148739.26
2023-08-05 00:00:00,Kappa Ventures,1046,63.57,GBP,2002,3000,40848.51,40858.21
2023-09-22 00:00:00,Delta Solutions,1002,147.93,CAD,2017,3005,87877.14,86999.58
2023-03-22 00:00:00,Beta Ltd,1004,15.85,CNY,2013,3014,1132672.87,1129515.75
2023-08-14 00:00:00,Omega Services,1028,28.07,JPY,2006,3008,239919.28,240190.35
2023-12-23 00:00:00,Epsilon Tech,1021,115.82,GBP,2003,3005,8571378.75,8516465.14
