Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHUB Balance
2025-02-14,Epsilon,ACC005,AU03,INR,PA001,SA001,12754.73,5322.94
2025-01-22,Epsilon,ACC003,AU02,USD,PA005,SA003,8030.18,11136.38
2025-06-10,Gamma LLC,ACC004,AU04,INR,PA002,SA002,14050.52,8846.64
2025-12-08,Epsilon,ACC002,AU04,INR,PA001,SA002,9023.44,5503.34
2025-12-16,Alpha Inc,ACC002,AU05,INR,PA002,SA005,11198.83,12392.77
2025-09-29,Gamma LLC,ACC001,AU02,INR,PA005,SA005,6778.78,5271.97
2025-07-20,Epsilon,ACC003,AU02,USD,PA002,SA003,12627.69,6691.67
2025-04-05,Gamma LLC,ACC005,AU05,EUR,PA002,SA004,8353.57,12062.13
2025-01-02,Gamma LLC,ACC002,AU03,EUR,PA005,SA002,8724.64,5884.54
,Alpha Inc,ACC005,AU01,INR,PA003,SA001,7149.14,8978.42
2025-07-22,Gamma LLC,ACC003,AU02,USD,PA005,SA003,10282.22,6601.95
,Gamma LLC,ACC005,AU02,USD,PA004,SA005,14751.65,5570.6
2025-10-29,Gamma LLC,ACC001,AU03,EUR,PA005,SA003,9329.2,7948.56
,Beta Ltd,ACC001,AU02,EUR,PA002,SA002,5926.74,9005.62
2025-05-03,Alpha Inc,ACC001,AU02,GBP,PA005,SA003,13679.04,9969.63
2025-05-08,Epsilon,ACC005,AU05,,PA001,SA003,6003.63,9714.88
2025-01-24,Alpha Inc,ACC005,AU03,USD,PA004,SA004,13209.86,5012.92
,Alpha Inc,ACC002,AU02,JPY,PA003,SA004,9394.17,9606.25
2025-10-07,Delta Inc,ACC005,AU04,INR,PA004,SA005,10708.03,14216.08
2025-08-17,Delta Inc,ACC003,AU04,INR,PA002,SA001,11662.26,9994.28
,Alpha Inc,ACC003,AU03,GBP,PA001,SA001,7739.21,9961.18
2025-02-28,Beta Ltd,ACC001,AU02,INR,PA002,SA001,9378.38,9658.99
2025-03-14,Alpha Inc,ACC002,AU03,JPY,PA004,SA005,14070.0,
2025-05-26,Alpha Inc,ACC005,AU01,EUR,PA003,SA003,8773.74,10341.7
2025-04-29,Delta Inc,ACC002,AU04,USD,PA004,SA002,12092.75,10714.28
2025-04-23,Gamma LLC,ACC003,AU04,EUR,PA001,SA003,14476.12,12362.17
2025-01-31,Delta Inc,ACC002,AU05,EUR,PA003,SA004,5065.35,6597.2
2025-12-07,Epsilon,ACC002,AU05,JPY,PA001,SA001,13159.62,
,Alpha Inc,ACC001,AU01,JPY,PA002,SA005,9353.44,
2025-12-06,Gamma LLC,ACC001,AU03,INR,PA002,SA004,14869.27,12350.48
2025-03-11,Epsilon,ACC002,AU04,GBP,PA003,SA004,6834.6,13485.72
2025-09-23,Gamma LLC,ACC005,AU05,GBP,PA004,SA004,12471.57,5937.56
2025-05-11,Delta Inc,ACC002,AU02,EUR,PA004,SA005,5423.93,5924.74
2025-12-26,Epsilon,ACC005,AU05,EUR,PA005,SA004,13424.55,12892.43
2025-02-13,Delta Inc,ACC003,AU02,INR,PA003,SA005,5287.79,8026.81
2025-11-29,Beta Ltd,ACC005,AU01,,PA005,SA001,13243.18,14749.21
2025-07-03,Epsilon,ACC005,AU02,INR,PA003,SA002,10517.17,5526.08
2025-09-19,Beta Ltd,ACC005,AU01,INR,PA005,SA004,13302.43,5064.83
2025-01-06,Beta Ltd,ACC003,AU02,USD,PA003,SA005,8062.36,14428.56
2025-03-17,Delta Inc,ACC001,AU02,,PA002,SA001,11618.57,8657.72
2025-07-13,Epsilon,ACC004,AU04,USD,PA004,SA003,5141.61,6164.59
2025-10-10,Delta Inc,ACC002,AU01,USD,PA002,SA002,13751.74,
2025-11-08,Epsilon,ACC001,AU05,INR,PA002,SA002,12905.09,6671.05
2025-11-18,Epsilon,ACC004,AU05,,PA001,SA004,11297.04,6704.6
2025-07-22,Delta Inc,ACC003,AU05,USD,PA005,SA004,12893.63,9524.46
2025-01-03,Epsilon,ACC002,AU01,GBP,PA001,SA003,12756.42,14807.24
2025-09-21,Epsilon,ACC003,AU05,EUR,PA004,SA001,6030.88,14734.67
2025-06-05,Gamma LLC,ACC003,AU02,INR,PA004,SA001,11699.33,14361.8
2025-12-07,Alpha Inc,ACC004,AU05,,PA004,SA002,10240.82,14903.42
2025-02-10,Alpha Inc,ACC005,AU02,EUR,PA001,SA002,7062.07,14442.03
,Alpha Inc,ACC001,AU04,INR,PA003,SA001,7691.56,11954.15
2025-04-04,Epsilon,ACC002,AU02,GBP,PA002,SA005,10303.27,9933.54
2025-07-19,Gamma LLC,ACC002,AU03,USD,PA004,SA004,6583.99,12826.98
2025-03-06,Gamma LLC,ACC002,AU05,USD,PA001,SA002,12712.4,8621.02
2025-07-23,Alpha Inc,ACC002,AU03,,PA002,SA004,13589.03,
2025-10-05,Alpha Inc,ACC005,AU03,JPY,PA004,SA005,5386.13,6098.28
2025-01-24,Epsilon,ACC001,AU05,JPY,PA004,SA005,12015.78,10063.0
2025-02-08,Gamma LLC,ACC004,AU01,INR,PA001,SA004,12105.19,13876.71
2025-12-12,Alpha Inc,ACC002,AU04,USD,PA003,SA002,8384.46,6428.5
2025-05-05,Alpha Inc,ACC002,AU05,INR,PA003,SA002,5711.2,
2025-06-21,Alpha Inc,ACC004,AU02,EUR,PA005,SA002,10916.66,6783.95
2025-02-23,Gamma LLC,ACC001,AU03,INR,PA005,SA003,11232.35,10385.85
2025-12-23,Epsilon,ACC004,AU04,EUR,PA002,SA002,5677.39,13564.2
2025-12-26,Delta Inc,ACC001,AU01,INR,PA002,SA004,5021.63,11112.94
,Delta Inc,ACC004,AU05,EUR,PA002,SA003,14634.48,14353.86
2025-12-06,Alpha Inc,ACC002,AU03,EUR,PA001,SA003,6435.16,8654.48
2025-12-13,Beta Ltd,ACC001,AU02,JPY,PA005,SA003,5238.41,
2025-04-08,Epsilon,ACC002,AU01,EUR,PA005,SA004,6604.12,5408.37
,Alpha Inc,ACC004,AU04,JPY,PA005,SA001,8597.18,14203.09
2025-03-09,Alpha Inc,ACC002,AU05,,PA002,SA003,9520.98,7735.67
,Alpha Inc,ACC005,AU03,JPY,PA003,SA001,5197.14,7459.56
2025-06-18,Gamma LLC,ACC004,AU04,INR,PA004,SA001,11375.9,11574.05
2025-02-08,Gamma LLC,ACC003,AU02,,PA001,SA005,12433.88,14315.17
2025-05-05,Gamma LLC,ACC002,AU04,EUR,PA005,SA003,11418.14,9314.82
2025-06-21,Gamma LLC,ACC001,AU03,EUR,PA002,SA004,7595.39,9923.11
2025-11-06,Gamma LLC,ACC005,AU05,EUR,PA003,SA002,13985.51,14937.45
2025-08-26,Alpha Inc,ACC004,AU05,EUR,PA003,SA003,6034.65,11689.49
2025-09-22,Gamma LLC,ACC005,AU01,GBP,PA002,SA003,11625.28,12710.06
,Alpha Inc,ACC003,AU02,EUR,PA004,SA005,9084.32,13429.58
2025-08-19,Alpha Inc,ACC003,AU04,INR,PA005,SA002,14573.16,5466.71
2025-04-24,Beta Ltd,ACC003,AU05,EUR,PA002,SA003,14972.48,7378.43
2025-12-27,Epsilon,ACC005,AU05,INR,PA005,SA004,14865.11,6697.8
2025-05-21,Delta Inc,ACC003,AU01,EUR,PA002,SA001,14519.1,
2025-02-15,Gamma LLC,ACC001,AU02,JPY,PA002,SA002,8374.92,5552.08
2025-01-27,Alpha Inc,ACC001,AU02,GBP,PA005,SA001,11349.64,10443.15
,Gamma LLC,ACC003,AU02,USD,PA004,SA005,9406.39,10260.19
2025-04-24,Beta Ltd,ACC004,AU05,GBP,PA004,SA003,9059.1,5623.67
2025-05-15,Epsilon,ACC004,AU05,JPY,PA005,SA003,6438.15,11453.73
2025-05-05,Beta Ltd,ACC003,AU03,,PA003,SA003,5663.66,11112.21
,Delta Inc,ACC003,AU02,INR,PA001,SA001,6999.53,
2025-01-12,Delta Inc,ACC004,AU04,GBP,PA003,SA003,5725.17,14072.97
,Delta Inc,ACC004,AU02,USD,PA002,SA005,14931.37,12698.98
2025-04-12,Alpha Inc,ACC004,AU02,EUR,PA004,SA005,8169.6,13652.9
2025-12-25,Alpha Inc,ACC004,AU02,,PA005,SA005,5093.54,12319.94
2025-08-13,Epsilon,ACC004,AU02,USD,PA003,SA002,10552.91,
2025-10-05,Alpha Inc,ACC005,AU03,JPY,PA005,SA002,13656.76,6097.9
2025-06-24,Gamma LLC,ACC002,AU03,EUR,PA003,SA005,9348.67,12949.94
2025-10-11,Beta Ltd,ACC002,AU04,EUR,PA003,SA004,5046.48,13138.75
2025-04-12,Gamma LLC,ACC004,AU05,JPY,PA002,SA004,10011.84,
2025-08-22,Epsilon,ACC003,AU04,USD,PA003,SA002,7226.91,8507.12
2025-12-12,Delta Inc,ACC001,AU03,,PA001,SA002,8982.83,10848.5
2025-12-13,Gamma LLC,ACC005,AU03,EUR,PA003,SA004,10222.55,9964.68
2025-02-24,Beta Ltd,ACC002,AU04,JPY,PA005,SA002,5680.48,
2025-10-17,Epsilon,ACC001,AU02,EUR,PA005,SA004,7786.46,
2025-04-21,Alpha Inc,ACC003,AU03,INR,PA001,SA004,14626.8,6769.67
2025-01-13,Alpha Inc,ACC001,AU02,GBP,PA005,SA001,6521.83,13832.0
2025-01-09,Alpha Inc,ACC004,AU03,USD,PA004,SA002,13973.23,8222.57
2025-03-09,Beta Ltd,ACC005,AU02,,PA005,SA005,6320.1,8131.73
2025-07-14,Delta Inc,ACC003,AU05,GBP,PA003,SA003,10847.96,11977.45
2025-10-15,Gamma LLC,ACC002,AU04,GBP,PA004,SA004,6129.15,8739.43
2025-10-29,Alpha Inc,ACC002,AU01,INR,PA001,SA001,6909.72,10137.82
2025-01-03,Epsilon,ACC005,AU05,,PA004,SA001,6019.51,13649.91
2025-02-20,Delta Inc,ACC005,AU04,EUR,PA001,SA004,9984.06,5699.25
2025-11-01,Beta Ltd,ACC004,AU02,,PA003,SA001,11352.9,5161.85
2025-08-06,Gamma LLC,ACC002,AU02,EUR,PA002,SA003,14535.53,7933.84
2025-04-12,Epsilon,ACC002,AU04,INR,PA002,SA003,14793.87,5728.79
2025-03-22,Beta Ltd,ACC002,AU01,EUR,PA003,SA003,8935.1,6694.46
2025-04-24,Beta Ltd,ACC004,AU04,,PA005,SA002,10234.71,
2025-01-15,Epsilon,ACC002,AU02,JPY,PA004,SA003,12210.21,8146.45
2025-09-09,Epsilon,ACC001,AU01,USD,PA001,SA005,7737.24,12734.31
2025-01-21,Beta Ltd,ACC001,AU05,GBP,PA002,SA002,5166.85,6232.13
2025-03-25,Beta Ltd,ACC004,AU02,GBP,PA005,SA003,13067.37,14988.75
2025-08-12,Beta Ltd,ACC001,AU01,GBP,PA004,SA002,12422.33,14202.77
2025-05-16,Alpha Inc,ACC001,AU03,GBP,PA003,SA003,11449.8,7420.89
2025-07-07,Alpha Inc,ACC004,AU03,GBP,PA002,SA002,10766.96,6627.32
,Alpha Inc,ACC004,AU05,GBP,PA003,SA004,9755.94,14861.44
2025-12-25,Delta Inc,ACC002,AU04,USD,PA002,SA005,10325.43,11835.07
2025-07-30,Delta Inc,ACC003,AU04,EUR,PA002,SA005,5682.07,9652.32
2025-06-15,Beta Ltd,ACC003,AU05,INR,PA004,SA004,14265.03,10302.23
2025-11-13,Epsilon,ACC002,AU03,GBP,PA001,SA003,14217.7,7019.23
2025-08-28,Alpha Inc,ACC004,AU01,JPY,PA001,SA003,6518.85,11564.61
2025-09-05,Epsilon,ACC003,AU01,INR,PA005,SA003,7046.45,9921.41
2025-08-13,Epsilon,ACC004,AU01,GBP,PA003,SA002,5352.01,11326.33
2025-11-09,Delta Inc,ACC003,AU05,EUR,PA003,SA002,7860.51,8806.74
2025-07-08,Epsilon,ACC004,AU01,GBP,PA004,SA004,6022.41,
2025-01-12,Beta Ltd,ACC002,AU04,GBP,PA002,SA004,7852.61,5580.32
2025-08-05,Delta Inc,ACC003,AU04,EUR,PA005,SA002,9713.54,12303.5
2025-01-23,Alpha Inc,ACC002,AU02,EUR,PA005,SA002,10259.55,10229.28
2025-05-28,Beta Ltd,ACC001,AU05,GBP,PA002,SA004,5930.3,13503.12
,Epsilon,ACC002,AU02,INR,PA001,SA005,9345.58,5883.01
2025-10-09,Gamma LLC,ACC004,AU02,USD,PA003,SA004,13432.41,8987.62
2025-05-15,Delta Inc,ACC003,AU05,USD,PA002,SA001,14988.26,10532.75
2025-10-23,Alpha Inc,ACC005,AU04,USD,PA004,SA001,5138.21,9344.34
,Delta Inc,ACC002,AU02,USD,PA002,SA002,6718.78,8958.22
2025-09-27,Epsilon,ACC004,AU04,USD,PA002,SA004,12458.89,9443.77
2025-06-11,Alpha Inc,ACC004,AU04,GBP,PA003,SA002,13716.91,5919.7
2025-07-02,Gamma LLC,ACC003,AU05,INR,PA004,SA002,12238.7,9023.31
2025-07-05,Beta Ltd,ACC001,AU01,GBP,PA001,SA005,13307.62,5162.84
2025-03-26,Epsilon,ACC004,AU04,INR,PA002,SA002,7396.86,5835.89
2025-01-17,Epsilon,ACC001,AU02,JPY,PA005,SA002,5049.2,11597.16
2025-03-16,Gamma LLC,ACC003,AU04,JPY,PA004,SA003,11322.26,9821.67
2025-08-21,Alpha Inc,ACC005,AU05,USD,PA005,SA001,5980.65,
2025-07-08,Delta Inc,ACC001,AU05,GBP,PA004,SA002,13801.3,
2025-11-25,Beta Ltd,ACC002,AU03,EUR,PA001,SA005,10354.43,
2025-12-09,Epsilon,ACC003,AU05,INR,PA004,SA005,10088.12,5194.48
2025-12-14,Gamma LLC,ACC004,AU05,EUR,PA003,SA004,8548.37,12614.82
2025-03-03,Alpha Inc,ACC004,AU05,EUR,PA001,SA005,13110.73,10151.04
2025-02-10,Delta Inc,ACC002,AU02,,PA005,SA003,6385.76,9854.67
2025-07-31,Alpha Inc,ACC003,AU05,EUR,PA004,SA003,7270.44,9487.64
2025-09-04,Delta Inc,ACC005,AU03,GBP,PA005,SA004,5677.07,8432.19
2025-08-17,Beta Ltd,ACC005,AU02,EUR,PA002,SA001,5108.62,7204.47
,Alpha Inc,ACC005,AU01,USD,PA003,SA004,5688.75,11080.25
2025-10-26,Beta Ltd,ACC003,AU05,INR,PA004,SA002,10793.66,13632.7
2025-12-26,Delta Inc,ACC001,AU01,,PA001,SA003,8339.26,6414.09
,Beta Ltd,ACC001,AU01,USD,PA004,SA002,14458.98,
2025-09-29,Delta Inc,ACC001,AU03,USD,PA002,SA005,11761.07,7838.82
2025-06-15,Gamma LLC,ACC002,AU05,JPY,PA001,SA001,10836.7,11178.65
2025-01-09,Alpha Inc,ACC002,AU05,USD,PA002,SA004,9454.5,8816.43
2025-05-01,Alpha Inc,ACC001,AU05,INR,PA005,SA003,11066.5,7208.81
2025-02-09,Delta Inc,ACC004,AU04,USD,PA004,SA004,11756.19,6710.8
2025-12-28,Delta Inc,ACC002,AU05,EUR,PA003,SA001,6981.26,12906.25
2025-01-03,Alpha Inc,ACC002,AU03,USD,PA005,SA003,8764.99,
2025-07-26,Alpha Inc,ACC001,AU04,JPY,PA002,SA004,9535.74,10426.56
2025-02-10,Epsilon,ACC005,AU01,,PA001,SA003,5619.98,10154.27
2025-02-05,Delta Inc,ACC002,AU01,JPY,PA003,SA004,13893.98,9404.2
2025-06-01,Gamma LLC,ACC001,AU02,EUR,PA004,SA005,5996.44,9436.57
2025-12-22,Epsilon,ACC001,AU01,JPY,PA002,SA001,9694.96,8377.98
2025-10-26,Gamma LLC,ACC002,AU03,GBP,PA001,SA002,13055.6,5948.59
2025-09-03,Epsilon,ACC004,AU01,GBP,PA002,SA001,11696.44,9170.62
2025-04-25,Delta Inc,ACC005,AU05,GBP,PA002,SA004,9046.49,11846.37
2025-07-26,Gamma LLC,ACC003,AU05,USD,PA002,SA005,7036.44,11271.53
2025-01-07,Epsilon,ACC004,AU01,INR,PA004,SA002,13865.31,12885.01
2025-11-15,Alpha Inc,ACC002,AU02,,PA003,SA005,6552.75,7505.59
2025-02-14,Gamma LLC,ACC002,AU04,INR,PA005,SA004,11379.77,11472.19
2025-08-12,Delta Inc,ACC002,AU04,GBP,PA004,SA003,6112.23,
2025-12-06,Epsilon,ACC002,AU04,INR,PA004,SA001,6708.09,6743.72
2025-12-27,Delta Inc,ACC005,AU03,USD,PA003,SA002,10101.46,12234.86
2025-05-13,Epsilon,ACC004,AU03,JPY,PA001,SA004,11742.24,10475.24
2025-09-26,Delta Inc,ACC001,AU04,EUR,PA002,SA004,14184.85,13015.55
2025-05-30,Beta Ltd,ACC003,AU05,EUR,PA005,SA001,9311.81,6352.3
2025-07-14,Gamma LLC,ACC003,AU05,JPY,PA004,SA002,12933.95,8411.6
2025-01-19,Beta Ltd,ACC003,AU02,EUR,PA001,SA001,11898.54,13255.37
2025-04-28,Delta Inc,ACC003,AU03,JPY,PA001,SA005,12432.8,7145.51
2025-03-13,Beta Ltd,ACC002,AU01,GBP,PA001,SA004,8230.88,8989.74
2025-07-02,Delta Inc,ACC001,AU04,GBP,PA003,SA001,13314.89,5703.46
2025-08-04,Delta Inc,ACC001,AU04,GBP,PA004,SA004,13420.01,12152.44
2025-01-19,Alpha Inc,ACC004,AU05,INR,PA003,SA004,14921.17,14619.95
,Epsilon,ACC002,AU01,INR,PA001,SA003,13302.03,9148.52
2025-08-14,Delta Inc,ACC004,AU05,JPY,PA004,SA002,5932.43,8346.71
2025-05-21,Alpha Inc,ACC005,AU01,INR,PA001,SA004,11247.86,8826.02
2025-05-04,Epsilon,ACC001,AU03,INR,PA004,SA004,13261.41,
2025-10-05,Alpha Inc,ACC005,AU01,GBP,PA004,SA001,8588.32,12212.1
2025-08-29,Beta Ltd,ACC002,AU05,GBP,PA002,SA003,7874.64,14831.1
2025-11-23,Delta Inc,ACC001,AU04,INR,PA002,SA005,11711.77,7349.82
2025-03-24,Epsilon,ACC002,AU02,INR,PA005,SA003,12246.35,11308.87
2025-04-18,Alpha Inc,ACC005,AU01,USD,PA004,SA004,5833.59,10754.86
2025-11-19,Delta Inc,ACC003,AU05,JPY,PA005,SA002,8817.61,7928.77
2025-09-16,Epsilon,ACC004,AU03,EUR,PA003,SA004,14165.95,
2025-03-31,Beta Ltd,ACC005,AU05,USD,PA003,SA001,11138.41,6606.71
2025-07-09,Gamma LLC,ACC001,AU01,USD,PA001,SA002,14164.73,5670.88
,Beta Ltd,ACC005,AU03,,PA002,SA004,14864.66,9442.7
,Beta Ltd,ACC003,AU04,GBP,PA002,SA002,11923.68,14359.7
2025-04-08,Beta Ltd,ACC005,AU02,,PA002,SA001,6895.75,14563.76
2025-05-18,Gamma LLC,ACC003,AU04,GBP,PA005,SA004,12068.56,
2025-02-25,Gamma LLC,ACC003,AU01,EUR,PA001,SA003,10548.19,10330.58
2025-11-29,Delta Inc,ACC002,AU02,INR,PA001,SA004,8494.04,5415.97
,Delta Inc,ACC002,AU02,USD,PA003,SA003,12755.54,14593.61
2025-11-16,Epsilon,ACC003,AU05,EUR,PA005,SA002,7266.76,
2025-02-07,Beta Ltd,ACC005,AU04,USD,PA005,SA002,6140.89,5610.88
2025-07-19,Epsilon,ACC003,AU01,GBP,PA001,SA001,8473.53,
2025-09-19,Epsilon,ACC001,AU01,,PA004,SA001,11063.56,6248.43
2025-08-16,Epsilon,ACC001,AU01,USD,PA004,SA005,10112.67,14628.42
,Gamma LLC,ACC001,AU03,INR,PA004,SA003,8363.04,11960.45
2025-05-25,Delta Inc,ACC002,AU02,JPY,PA001,SA001,11416.26,
2025-08-02,Alpha Inc,ACC002,AU05,INR,PA004,SA003,12064.19,9859.97
2025-01-24,Alpha Inc,ACC002,AU04,,PA003,SA003,11055.85,9683.02
2025-03-04,Epsilon,ACC001,AU02,GBP,PA001,SA001,5976.45,11927.51
2025-08-19,Beta Ltd,ACC003,AU04,USD,PA004,SA005,7759.34,8826.87
2025-04-29,Gamma LLC,ACC002,AU05,EUR,PA002,SA005,10834.21,6728.05
2025-05-31,Epsilon,ACC002,AU04,USD,PA001,SA005,7367.69,9509.35
2025-08-31,Gamma LLC,ACC005,AU05,EUR,PA002,SA003,9675.33,10136.59
2025-04-11,Alpha Inc,ACC003,AU01,,PA001,SA005,7094.56,8381.17
2025-07-14,Alpha Inc,ACC003,AU01,,PA003,SA005,14724.83,8995.98
2025-04-07,Beta Ltd,ACC003,AU01,JPY,PA003,SA004,5162.33,14864.96
2025-05-12,Epsilon,ACC001,AU04,USD,PA001,SA003,5328.85,
2025-09-18,Delta Inc,ACC004,AU02,GBP,PA003,SA002,6678.27,9486.26
2025-11-15,Beta Ltd,ACC003,AU02,GBP,PA001,SA001,13833.74,10463.54
2025-07-23,Beta Ltd,ACC002,AU05,GBP,PA004,SA004,9058.35,14014.59
2025-09-28,Beta Ltd,ACC004,AU03,EUR,PA001,SA005,9181.64,7644.21
2025-10-31,Beta Ltd,ACC001,AU01,EUR,PA004,SA001,5137.95,7136.35
2025-08-07,Gamma LLC,ACC002,AU04,INR,PA004,SA001,10358.18,8158.14
2025-06-24,Gamma LLC,ACC003,AU05,GBP,PA004,SA004,11229.15,12333.45
2025-07-26,Beta Ltd,ACC004,AU03,JPY,PA001,SA005,13821.06,
2025-07-19,Delta Inc,ACC003,AU04,GBP,PA001,SA002,10123.64,9918.32
2025-10-31,Gamma LLC,ACC001,AU05,GBP,PA003,SA002,14403.68,12307.25
2025-04-06,Gamma LLC,ACC002,AU02,JPY,PA002,SA001,12266.45,7600.63
2025-12-31,Beta Ltd,ACC002,AU05,,PA001,SA001,6238.0,5957.53
2025-05-21,Delta Inc,ACC005,AU02,USD,PA004,SA005,12242.18,
2025-04-30,Beta Ltd,ACC005,AU03,EUR,PA002,SA001,13964.33,12119.68
2025-03-17,Alpha Inc,ACC002,AU02,INR,PA005,SA005,5823.79,11367.66
,Alpha Inc,ACC003,AU05,EUR,PA003,SA004,12522.06,9515.3
2025-08-08,Gamma LLC,ACC001,AU03,INR,PA003,SA001,8545.41,7677.47
,Alpha Inc,ACC002,AU05,USD,PA005,SA002,7918.9,7215.13
2025-02-02,Delta Inc,ACC001,AU01,USD,PA003,SA004,14710.22,11107.31
2025-11-18,Alpha Inc,ACC002,AU01,INR,PA005,SA001,12682.55,11339.13
2025-06-29,Delta Inc,ACC003,AU02,EUR,PA004,SA005,13095.41,11579.55
2025-01-07,Gamma LLC,ACC005,AU04,USD,PA004,SA002,8693.33,9973.04
2025-05-12,Delta Inc,ACC002,AU05,USD,PA001,SA004,12463.67,14754.9
2025-08-01,Alpha Inc,ACC004,AU02,INR,PA003,SA004,10165.97,6567.4
2025-11-04,Delta Inc,ACC005,AU01,GBP,PA002,SA001,9067.08,11552.18
2025-11-25,Beta Ltd,ACC001,AU02,,PA002,SA004,10447.34,13685.32
2025-01-26,Gamma LLC,ACC005,AU04,EUR,PA001,SA004,8493.15,
2025-06-15,Gamma LLC,ACC004,AU01,USD,PA002,SA005,7497.24,13758.22
2025-01-08,Epsilon,ACC002,AU03,EUR,PA001,SA005,11866.99,11576.98
2025-04-21,Epsilon,ACC005,AU05,EUR,PA001,SA002,12090.08,6877.18
2025-02-11,Delta Inc,ACC003,AU03,JPY,PA001,SA004,9947.34,12242.12
2025-03-06,Beta Ltd,ACC001,AU01,JPY,PA002,SA002,5833.65,10214.59
2025-09-03,Delta Inc,ACC003,AU03,INR,PA001,SA003,9141.43,
2025-07-21,Delta Inc,ACC003,AU04,,PA004,SA003,6917.57,7599.43
2025-12-08,Delta Inc,ACC004,AU03,USD,PA002,SA004,13796.73,8891.29
,Beta Ltd,ACC001,AU03,JPY,PA003,SA005,5520.83,9791.56
2025-08-18,Beta Ltd,ACC001,AU03,GBP,PA001,SA004,9115.37,6289.97
2025-09-20,Alpha Inc,ACC005,AU01,,PA004,SA002,5032.32,9428.21
2025-05-08,Gamma LLC,ACC005,AU03,GBP,PA003,SA004,10371.59,5567.29
2025-09-04,Alpha Inc,ACC002,AU04,EUR,PA001,SA004,13535.21,6493.44
2025-08-30,Gamma LLC,ACC005,AU03,GBP,PA005,SA003,13977.44,
2025-04-23,Epsilon,ACC004,AU02,JPY,PA002,SA003,5922.05,9006.56
,Gamma LLC,ACC002,AU01,USD,PA003,SA001,9546.64,14286.13
2025-11-30,Epsilon,ACC003,AU03,,PA005,SA004,10847.86,8204.36
2025-11-30,Beta Ltd,ACC004,AU03,GBP,PA003,SA004,7368.09,5966.37
2025-08-09,Gamma LLC,ACC001,AU03,JPY,PA005,SA003,7496.1,
2025-05-15,Delta Inc,ACC004,AU03,INR,PA003,SA003,9027.22,5048.81
2025-12-22,Delta Inc,ACC002,AU03,JPY,PA001,SA005,6787.93,6240.7
2025-11-04,Beta Ltd,ACC003,AU03,,PA004,SA003,7041.38,8015.58
2025-05-22,Beta Ltd,ACC003,AU03,,PA005,SA003,13027.65,13978.43
2025-01-21,Beta Ltd,ACC002,AU02,INR,PA001,SA002,5470.78,14047.0
2025-08-08,Gamma LLC,ACC003,AU01,EUR,PA002,SA002,12268.82,
2025-07-28,Epsilon,ACC005,AU04,EUR,PA005,SA002,8635.62,6087.68
2025-07-25,Delta Inc,ACC002,AU01,,PA005,SA001,10603.63,8803.41
2025-11-12,Delta Inc,ACC005,AU03,USD,PA004,SA002,14901.73,13906.54
2025-11-26,Delta Inc,ACC003,AU01,EUR,PA003,SA004,5035.23,11888.62
2025-02-23,Epsilon,ACC004,AU02,EUR,PA002,SA005,5442.42,13728.07
2025-05-06,Alpha Inc,ACC005,AU05,USD,PA004,SA004,6052.78,8910.59
2025-01-27,Delta Inc,ACC005,AU03,JPY,PA005,SA002,8766.11,13970.25
2025-01-25,Gamma LLC,ACC003,AU04,,PA002,SA003,5004.12,14467.43
2025-04-28,Delta Inc,ACC002,AU05,,PA002,SA004,5021.05,9056.47
2025-02-23,Beta Ltd,ACC003,AU04,INR,PA002,SA005,7636.95,12784.5
,Gamma LLC,ACC003,AU05,USD,PA001,SA002,7277.66,8385.64
2025-06-13,Gamma LLC,ACC003,AU04,EUR,PA002,SA003,8478.99,14034.13
2025-03-25,Beta Ltd,ACC004,AU04,GBP,PA001,SA005,7430.62,5153.43
2025-04-13,Delta Inc,ACC005,AU05,GBP,PA003,SA004,5492.51,10347.91
2025-09-21,Delta Inc,ACC004,AU01,GBP,PA001,SA002,13184.42,5333.69
2025-12-27,Alpha Inc,ACC004,AU01,USD,PA004,SA004,14941.27,12609.74
2025-08-24,Delta Inc,ACC002,AU02,JPY,PA001,SA004,7187.38,10053.14
2025-06-22,Gamma LLC,ACC001,AU03,GBP,PA002,SA005,8802.71,10944.78
,Gamma LLC,ACC003,AU01,USD,PA001,SA001,8599.53,10355.78
2025-02-05,Beta Ltd,ACC003,AU02,INR,PA002,SA005,7374.58,10701.86
2025-12-31,Epsilon,ACC004,AU01,JPY,PA002,SA001,12509.59,10844.87
2025-01-13,Beta Ltd,ACC004,AU05,USD,PA003,SA004,5511.33,11183.64
,Epsilon,ACC005,AU01,JPY,PA003,SA003,5630.21,10901.23
2025-10-14,Delta Inc,ACC004,AU05,,PA003,SA005,13915.26,8198.14
2025-04-15,Gamma LLC,ACC001,AU02,INR,PA001,SA003,7186.37,12346.85
2025-04-18,Gamma LLC,ACC001,AU04,INR,PA005,SA004,9739.18,7962.22
2025-05-04,Epsilon,ACC002,AU01,,PA001,SA005,9399.52,5465.02
2025-03-15,Epsilon,ACC005,AU02,GBP,PA004,SA003,12828.23,10516.34
2025-04-01,Gamma LLC,ACC003,AU01,JPY,PA001,SA004,11537.28,11904.65
2025-05-01,Gamma LLC,ACC004,AU05,INR,PA005,SA002,6879.49,8150.68
2025-03-11,Beta Ltd,ACC004,AU04,GBP,PA004,SA004,8212.42,14423.88
2025-12-22,Epsilon,ACC002,AU04,EUR,PA003,SA003,10642.52,13546.63
